"","Gene","Scaffold","Gene_Start","Gene_End","Score","Strand","note","Function","Additional_info","Gene_size","A_thaliana_orthologue","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"119","g01305","scaffold_2",1878436,1881012,0.07,"-",".","Replication factor C subunit 5","ahrd-qc=***",2576,"AT1G77470",254.521822172812,0.719096071240379,0.256023595872272,2.80871014560365,0.00497404076712445,0.0328963181150993
"120","g01319","scaffold_2",1940517,1943120,0.24,"+",".","UDP-galactose transporter 1","ahrd-qc=***",2603,"AT1G77610",1184.15891406161,-1.63694977855234,0.170366236748666,-9.60841660761257,7.36731591640848e-22,1.02132978438962e-19
"121","g01358","scaffold_2",2172134,2177128,0.22,"+",".","Sulfate transporter 1.2","ahrd-qc=***",4994,"AT1G78000",461.719953711613,0.776092226125611,0.29323086723434,2.6466934857352,0.00812829908613875,0.0486186604694621
"122","g01364","scaffold_2",2210075,2213339,0.13,"-",".","Beta-D-xylosidase","ahrd-qc=***",3264,"AT1G78060",441.420895026996,-1.1109944230001,0.263969666961916,-4.20879579001169,2.56735284324815e-05,0.000348404637873351
"123","g01382","scaffold_2",2307498,2314359,0.03,"-",".","Hydrolase%2C alpha/beta fold family protein","ahrd-qc=***",6861,"AT1G78210",164.41140544317,-0.754439779973397,0.280377037364906,-2.69080445054959,0.00712799628185172,0.0439989379346183
"124","g01391","scaffold_2",2355418,2357679,0.15,"-",".","Serine/threonine-protein kinase SRK2C","ahrd-qc=***",2261,"AT1G78290",169.981719568981,1.23884630754351,0.233472959118391,5.30616612828088,1.1195493175218e-07,2.44488524588834e-06
"125","g01393","scaffold_2",2361894,2363524,0.72,"+",".","14-3-3-like protein GF14 nu","ahrd-qc=***",1630,"AT1G78300",2456.53576727367,-0.597070477877999,0.167839342743872,-3.5573928503113,0.00037455380180134,0.00370889523736389
"126","g01396","scaffold_2",2376694,2377709,0.43,"-",".","Glutathione S-transferase","ahrd-qc=***",1015,"AT1G78340",432.348521391677,1.07435272732339,0.294594886119326,3.64688179579675,0.000265441956854539,0.00274545324871974
"127","g01406","scaffold_2",2453267,2454309,0.4,"-",".","Soul heme-binding family protein","ahrd-qc=***",1042,"AT1G78460",4.47292875451049,4.47722043157234,1.48122991615748,3.02263705501362,0.00250582583019903,0.0187354534360411
"128","g01413","scaffold_2",2495975,2499435,0.1,"-",".","Receptor-like kinase","ahrd-qc=***",3460,"AT1G78530",21.9595670871539,2.0223296438133,0.588605421363758,3.43579853397834,0.000590810140734814,0.00555020892973342
"129","g01432","scaffold_2",2575717,2577745,0.41,"-",".","F-box/LRR-repeat protein 13","ahrd-qc=***",2028,"AT1G78730",6.39161676190394,3.46037196873726,1.23691096755034,2.79759179077408,0.00514851357549365,0.0338805409484098
"130","g01436","scaffold_2",2590470,2594522,0.24,"+",".","Anaphase promoting complex subunit 6/cell division cycle protein(IC)","ahrd-qc=***",4052,"AT1G78770",248.116331038674,1.10343162122798,0.185593996111678,5.94540580161878,2.75772802911506e-09,7.80123018112235e-08
"131","g01437","scaffold_2",2594565,2596475,0.41,"-",".","BnaA07g34370D protein","ahrd-qc=***",1910,"AT1G78780",797.219735940656,-2.07157272327082,0.259052860600811,-7.99671819282868,1.2777923619902e-15,8.7602092751525e-14
"132","g01439","scaffold_2",2598129,2599395,0.09,"-",".","Centromere protein X","ahrd-qc=***",1266,"AT1G78790",82.0336382628064,0.951762818160844,0.317399585420799,2.99862653222758,0.00271199517673518,0.0199792668745271
"133","g01443","scaffold_2",2611891,2613475,0.22,"-",".","G-type lectin S-receptor-like serine/threonine-protein kinase","ahrd-qc=***",1584,"AT1G78820",201.924757963081,3.84527229612941,0.317792370690205,12.0999515746019,1.05673493269689e-33,3.0131355603671e-31
"134","g01454","scaffold_2",2659355,2664808,0.33,"+",".","Pyrophosphate-energized membrane proton pump 2","ahrd-qc=***",5453,"AT1G78920",2297.60700836845,-0.43591820898251,0.161400398138335,-2.70084965099582,0.00691625958934838,0.0429987080316971
"135","g01484","scaffold_2",2810132,2811835,0.1,"+",".","Mitochondrial transcription termination factor family protein","ahrd-qc=***",1703,"AT1G79220",15.0092979146484,1.77721205809606,0.584080251950956,3.04275320413554,0.00234424505259091,0.0176887089307038
"136","g01486","scaffold_2",2816893,2817287,0.21,"-",".","Unknown protein","",394,NA,12.9864808033763,7.03597851752334,1.36006870559654,5.17325226922067,2.3005407394347e-07,4.77067506065253e-06
"137","g01498","scaffold_2",2864612,2866276,0.48,"+",".","Metacaspase-5","ahrd-qc=***",1664,"AT1G79330",17.3518499634142,4.99191709416271,1.05248858999114,4.74296552155948,2.1061212636115e-06,3.59746730745676e-05
"138","g01512","scaffold_2",2926192,2928499,0.1,"+",".","LEM3 (Ligand-effect modulator 3) family protein","ahrd-qc=***",2307,"AT1G79450",53.6571228962139,-1.11245085001831,0.414079123904543,-2.68656588994031,0.00721907082707346,0.0443972855865018
"139","g01532","scaffold_2",3039589,3044689,0.08,"-",".","Serine/threonine protein kinase%2C putative","ahrd-qc=***",5100,"AT1G79640",47.7713641283118,1.41185422978271,0.500104897737819,2.82311618256312,0.00475593334071913,0.0317382657939692
"140","g01533","scaffold_2",3045229,3048559,0.27,"-",".","Uv excision repair protein rad23%2C putative","ahrd-qc=***",3330,"AT1G79650",415.426108862283,0.893532383626917,0.181948226126666,4.91091560851422,9.06520992770736e-07,1.65911194388062e-05
"141","g01534","scaffold_2",3051864,3052993,0.64,"+",".","Unknown protein","",1129,"AT1G79660",151.2234614098,-0.998975725458249,0.210327429242302,-4.7496217162784,2.03797506721267e-06,3.49057135744029e-05
"142","g01543","scaffold_2",3081878,3083509,0.31,"-",".","Snf1-related kinase interactor 1%2C putative","ahrd-qc=***",1631,"AT1G80940",403.592751681248,0.57108492567001,0.183108451101891,3.11883434234408,0.0018156801304978,0.0143132409156301
"143","g01548","scaffold_2",3097775,3098639,0.24,"-",".","Unknown protein","",864,"AT1G80890",56.7501795815959,-1.07013357076071,0.341652324970968,-3.13222973340412,0.00173484069389222,0.0138017193060062
"144","g01550","scaffold_2",3101538,3105959,0.12,"-",".","Kinase family protein","ahrd-qc=***",4421,"AT1G80870",377.504210366081,-0.517828872470415,0.184100701627707,-2.8127479574607,0.00491201358942554,0.0325891710697688
"145","g01568","scaffold_2",3219226,3220759,0.67,"+",".","Aquaporin","ahrd-qc=***",1533,"AT1G80760",80.8347902643059,-1.03830534380681,0.345731570146445,-3.00321241524748,0.00267145900221997,0.0197211677798481
"146","g01596","scaffold_2",3331667,3333635,0.15,"+",".","Pentatricopeptide repeat-containing protein","ahrd-qc=***",1968,"AT1G80550",87.9117906630505,1.69044850473011,0.285839623909434,5.91397540204474,3.33947778629834e-09,9.26926732453516e-08
"147","g01608","scaffold_2",3392707,3395081,0.4,"+",".","Glycerol kinase","ahrd-qc=***",2374,"AT1G80460",1620.92320508486,-0.615398404448899,0.189716789376511,-3.24377408278601,0.00117957263498721,0.0100094137832598
"148","g01632","scaffold_2",3495748,3498449,0.3,"+",".","Lys-63-specific deubiquitinase BRCC36","ahrd-qc=***",2701,"AT1G80210",497.370724254228,-0.692533113478132,0.156631306259066,-4.4214220644543,9.8053431223522e-06,0.000146974713038268
"149","g01642","scaffold_2",3533134,3534493,0.51,"-",".","F-box protein PP2-B11","ahrd-qc=***",1359,"AT1G80110",217.288880635834,-0.721709856840501,0.235643777524365,-3.06271552944307,0.00219338459973854,0.0167660322710713
"150","g01647","scaffold_2",3563578,3565338,0.62,"+",".","Adenine phosphoribosyltransferase 2","ahrd-qc=***",1760,"AT1G80050",695.423176622836,-0.745993985751263,0.209283683001492,-3.56451097884178,0.000364535193836665,0.00362110731739889
"151","g01662","scaffold_2",3632093,3635708,0.1,"-",".","Regulator of Vps4 activity in the MVB pathway protein","ahrd-qc=***",3615,"AT1G79910",74.7427859457441,1.22076813780175,0.392765603951862,3.10813402578748,0.00188272665974336,0.0147398993280126
"152","g01667","scaffold_2",3646233,3648437,0.43,"+",".","Rop guanine nucleotide exchange factor 12","ahrd-qc=***",2204,"AT1G79860",161.942489142565,-1.44166866029837,0.400370105388668,-3.60083992509589,0.000317190829347458,0.00321443953553571
"153","g01684","scaffold_3",2218,5991,0.66,"-",".","Fatty acid hydroxylase superfamily protein","ahrd-qc=***",3773,"AT1G02205",20.7008592307434,-2.61427990749311,0.791517100593834,-3.30287230121971,0.000956999574313432,0.00837858803861571
"154","g01690","scaffold_3",21469,25421,0.49,"-",".","Dol-P-Man:Man(7)GlcNAc(2)-PP-Dol alpha-1%2C6-mannosyltransferase","ahrd-qc=***",3952,"AT1G02145",515.402197759329,0.921609772953655,0.156745827386261,5.87964469818121,4.1114804982077e-09,1.1238046695101e-07
"155","g01691","scaffold_3",25566,26917,0.4,"+",".","Protein mago nashi homolog","ahrd-qc=***",1351,"AT1G02140",1651.92004338172,0.548752771935801,0.206490517748385,2.65752044171091,0.00787178164195052,0.0474234681776284
"156","g01699","scaffold_3",79986,84190,0.02,"+",".","Pentatricopeptide repeat-containing protein%2C putative","ahrd-qc=***",4204,"AT1G02060",107.614268177115,0.775422301433771,0.243598474516402,3.18319851129265,0.00145657714791227,0.0119166722515209
"157","g01704","scaffold_3",107174,117701,0.05,"-",".","SNARE-interacting protein KEULE","ahrd-qc=***",10527,"AT1G02010",552.251956515406,-0.859535467456157,0.17755773437472,-4.84087877378623,1.29266214573542e-06,2.29899607175007e-05
"158","g01705","scaffold_3",118188,119741,0.14,"-",".","UDP-glucuronate 4-epimerase 2","ahrd-qc=***",1553,"AT1G02000",106.245334279035,0.73804864118123,0.236986727614311,3.11430369375952,0.00184379603073082,0.0144998349619311
"159","g01726","scaffold_3",201308,203425,0.05,"+",".","Peroxisomal membrane protein 11-5","ahrd-qc=***",2117,"AT1G01820",400.808807381742,1.55378195988254,0.54795521633714,2.83560027089248,0.00457396543507105,0.0307529315907832
"160","g01742","scaffold_3",248757,254543,0.14,"-",".","Recombination initiation defects 3%2C putative isoform 1","ahrd-qc=***",5786,"AT1G01690",22.454008763507,1.96518832868292,0.49483632104433,3.97139062980558,7.14543035206129e-05,0.000871200866831496
"161","g01743","scaffold_3",255398,257730,0.66,"+",".","U-box domain-containing protein 54","ahrd-qc=***",2332,"AT1G01680",344.325211597026,2.46855076637531,0.413391615261672,5.97145823776021,2.35142257312082e-09,6.73537616492553e-08
"162","g01751","scaffold_3",280548,283914,0.29,"+",".","U-box domain-containing protein 56","ahrd-qc=***",3366,"AT1G01670",228.727756033671,2.49150449978497,0.285080122795645,8.73966404725794,2.338046512205e-18,2.23065639103604e-16
"163","g01752","scaffold_3",284088,286946,0.19,"+",".","BnaA10g00320D protein","ahrd-qc=***",2858,"AT1G01660",150.028271755832,-0.653327613844313,0.228780885432419,-2.85569142985638,0.0042943226532054,0.0292013940417967
"164","g01754","scaffold_3",297328,298732,0.59,"+",".","BTB/POZ domain-containing protein At1g01640","ahrd-qc=***",1404,NA,111.685548683296,2.41165345745327,0.33253284317308,7.25237674101872,4.09520875723855e-13,2.01880114217347e-11
"165","g01788","scaffold_3",438842,440245,0.3,"-",".","Unknown protein","",1403,"AT1G01355",223.619484460897,-2.04310071532078,0.235449971218708,-8.6774303039645,4.04811135861744e-18,3.72070367071168e-16
"166","g01798","scaffold_3",477135,478415,0.39,"-",".","Aspartyl protease family protein","ahrd-qc=***",1280,"AT1G01300",633.198705633772,-0.605398312825727,0.201056765881244,-3.01108152303271,0.00260318951517282,0.019348113541089
"167","g01805","scaffold_3",498671,502205,0.03,"-",".","NC domain-containing protein-related","ahrd-qc=***",3534,"AT1G01225",181.099478195791,0.62538033031261,0.2342476417638,2.66974013315021,0.00759099716321612,0.0461259293322168
"168","g01814","scaffold_3",537710,543541,0.25,"+",".","Non-specific serine/threonine protein kinase","ahrd-qc=***",5831,"AT1G01140",62.7396806033103,3.50367532905635,0.421311727437512,8.31611156510237,9.08962625095115e-17,7.14974614071681e-15
"169","g01819","scaffold_3",565718,567320,0.24,"+",".","At1g01080/T25K16_7","ahrd-qc=***",1602,"AT1G01080",56.6212906152882,2.50290124414406,0.373818452402029,6.69549945451135,2.14936248781803e-11,8.45326074362541e-10
"170","g01827","scaffold_3",611760,614333,0.25,"-",".","NAC domain-containing protein 1","ahrd-qc=*-*",2573,"AT1G01010",85.2830166949972,1.68954668563811,0.472237101842527,3.57775083542994,0.000346563579937194,0.00346177282953187
"171","g01831","scaffold_3",638787,640333,0.37,"-",".","NAC domain-containing protein 3","ahrd-qc=***",1546,"AT1G02220",109.798385220341,2.08434831750784,0.319887314475827,6.51588301000087,7.22632815390716e-11,2.59403470726521e-09
"172","g01833","scaffold_3",644795,646663,0.3,"-",".","NAC domain-containing protein 4","ahrd-qc=***",1868,"AT1G02230",186.85305268749,0.734161526819223,0.274386390012918,2.67564847798996,0.00745848278324935,0.0455348540139398
"173","g01836","scaffold_3",653939,657073,0.1,"-",".","Calcium-binding endonuclease/exonuclease/phosphatase family","ahrd-qc=***",3134,"AT1G02270",359.367772709587,-0.788760454593897,0.23903322971244,-3.2997941564141,0.000967557685212149,0.00846216710956544
"174","g01838","scaffold_3",677931,678943,0.22,"-",".","Translocase of chloroplast 33%2C chloroplastic","ahrd-qc=*-*",1012,"AT1G02280",70.5525457610547,-1.1370643499333,0.412657099605925,-2.75547022217518,0.00586078390963487,0.0376398233582181
"175","g01843","scaffold_3",692707,694243,0.26,"-",".","Hepatocellular carcinoma-associated antigen 59","ahrd-qc=***",1536,"AT1G02330",486.52714977971,-0.610113879540453,0.159527079498875,-3.82451607248759,0.000131029198583513,0.00148970758987653
"176","g01847","scaffold_3",705614,706953,0.82,"-",".","Chitinase","ahrd-qc=***",1339,"AT1G02360",1204.8762530515,-0.734658540733186,0.196715757209636,-3.73461969266791,0.000187999064316195,0.00204314833387941
"177","g01855","scaffold_3",733830,734308,0.15,"-",".","Protein NIM1-INTERACTING 1","ahrd-qc=***",478,"AT1G02450",61.0476939144695,1.82733790758813,0.601679587307085,3.03706149608079,0.00238896712143764,0.0179634291312896
"178","g01859","scaffold_3",760993,763067,0.42,"+",".","S-adenosylmethionine synthase 1","ahrd-qc=***",2074,"AT1G02500",7113.0525282295,-0.473563014367638,0.126327125550616,-3.7487041069251,0.00017775064683081,0.00194680018781261
"179","g01861","scaffold_3",767183,772558,0.24,"+",".","ABC transporter B family member 11","ahrd-qc=***",5375,"AT1G02520",1554.08223113976,-1.82739019587206,0.139444868790786,-13.1047503699384,3.09278148293287e-39,1.23181068205955e-36
"180","g01876","scaffold_3",828243,832067,0.15,"+",".","Transcription initiation factor TFIID subunit 13","ahrd-qc=*-*",3824,NA,24.643575634651,3.83241048293731,0.634700182059663,6.03814303392946,1.55897849629781e-09,4.59130145881509e-08
"181","g01890","scaffold_3",880078,881728,0.08,"-",".","Unknown protein","",1650,NA,36.4761062541687,-3.92312451475681,0.626950737774174,-6.25746853522311,3.91276564178283e-10,1.2635664798406e-08
"182","g01900","scaffold_3",908762,910970,0.42,"+",".","E3 ubiquitin-protein ligase BAH1","ahrd-qc=***",2208,"AT1G02860",1565.10627362998,-0.974772085098624,0.216817865673857,-4.49581072145089,6.93053682940201e-06,0.000107879050945009
"183","g01908","scaffold_3",940402,941517,0.76,"-",".","Glutathione S-transferase F6","ahrd-qc=***",1115,"AT1G02930",12497.4474512719,-0.884311044266792,0.232577645395943,-3.80221857849377,0.000143406119810452,0.00161505671377193
"184","g01924","scaffold_3",1004634,1009377,0.15,"-",".","ATP-dependent zinc metalloprotease FtsH 1","ahrd-qc=*-*",4743,"AT1G03000",309.013011086563,0.548418674806463,0.181588774945811,3.02011330254373,0.00252680141153093,0.0188623281613096
"185","g01933","scaffold_3",1053368,1059722,0.52,"-",".","Kinase interacting family protein","ahrd-qc=***",6354,"AT1G03080",3470.96921637502,0.690192913881165,0.2558314355375,2.69784247753242,0.00697904560051864,0.0432764987083238
"186","g01934","scaffold_3",1063227,1067731,0.41,"+",".","3-methylcrotonyl-CoA carboxylase 1","ahrd-qc=***",4504,"AT1G03090",844.332018963788,1.34085492656553,0.427429625732496,3.13701916255262,0.00170674971818414,0.0136257600791207
"187","g01935","scaffold_3",1067738,1070252,0.13,"-",".","Pentatricopeptide repeat-containing protein%2C putative","ahrd-qc=***",2514,"AT1G03100",62.0657517165444,0.824877486827532,0.292985115092323,2.8154245534542,0.00487128333775372,0.0323702970103062
"188","g01954","scaffold_3",1150047,1153451,0.12,"+",".","DUF21 domain-containing-like protein","ahrd-qc=***",3404,"AT1G03270",215.38541819443,1.88201560573921,0.278515591501722,6.75730789645066,1.40579245981796e-11,5.63484734852273e-10
"189","g01970","scaffold_3",1201793,1203222,0.21,"-",".","1-aminocyclopropane-1-carboxylate oxidase homolog 4","ahrd-qc=***",1429,"AT1G03400",232.557240202956,2.06856440238015,0.199376611526633,10.3751607901302,3.21670417091584e-25,5.9787808190089e-23
"190","g01973","scaffold_3",1214000,1219452,0.16,"-",".","Serine/threonine-protein phosphatase","ahrd-qc=***",5452,"AT1G03445",30.8833661734954,6.39745674759748,1.10768138670244,5.77553872837265,7.67072531684278e-09,2.01332468253367e-07
"191","g01974","scaffold_3",1221530,1224962,0.47,"-",".","RNA-binding protein BRN2","ahrd-qc=***",3432,"AT1G03457",258.693397754616,-0.691098131378871,0.224002338978812,-3.08522729954279,0.00203396647139113,0.0157276692450374
"192","g01989","scaffold_3",1272606,1275072,0.21,"-",".","ELMO domain-containing protein A","ahrd-qc=***",2466,"AT1G03620",33.4029467939491,1.38777064766563,0.433007635390132,3.20495652788034,0.00135082881013436,0.0111643598497666
"193","g01994","scaffold_3",1296085,1297272,0.33,"-",".","Thioredoxin M1%2C chloroplastic","ahrd-qc=***",1187,"AT1G03680",145.662109302269,-0.806467690237726,0.251109939204811,-3.21161198474089,0.00131992516192696,0.0109549412529452
"194","g02001","scaffold_3",1314277,1318771,0.02,"+",".","Cystatin/monellin-related protein","ahrd-qc=***",4494,"AT1G03710",145.207252087319,0.89344174337843,0.292183627967545,3.05780905519343,0.00222961596823562,0.0169686150667176
"195","g02006","scaffold_3",1339067,1342261,0.44,"+",".","Protein binding protein","ahrd-qc=***",3194,"AT1G03770",246.532460884351,0.787555223073744,0.210983840368351,3.73277508693923,0.000189381688421454,0.0020544597171946
